"field_id","capture_site","landscape","MamDiv","MamHill","MicDiv","Dim.1scaled","Dim.2scaled","parShnEx","habitat.size.tabellor","canopy_cover_perc","canopy_height_m","understorey_density_perc","GenDiv"
"PL30","TP3","plantation",0.693147180559945,1.666,0.765,-2.0339301156679,1.59633061899161,1,5.33,70,17,33,0.638
"PL31","TP3","plantation",0.693147180559945,1.666,0.763,-2.0339301156679,1.59633061899161,1,5.33,70,17,33,0.454
"PL32","TP3","plantation",0.693147180559945,1.666,0.798,-2.0339301156679,1.59633061899161,1,5.33,70,17,33,0.596
"PL35","TP3","plantation",0.693147180559945,1.666,0.751,-2.0339301156679,1.59633061899161,1,5.33,70,17,33,0.586
"PL36","TP3","plantation",0.693147180559945,1.666,0.832,-2.0339301156679,1.59633061899161,1,5.33,70,17,33,0.442
"PL37","TP3","plantation",0.693147180559945,1.666,0.775,-2.0339301156679,1.59633061899161,1,5.33,70,17,33,0.64
"PL40","TP3","plantation",0.693147180559945,1.666,0.81,-2.0339301156679,1.59633061899161,1,5.33,70,17,33,0.465
"PL41","TP3","plantation",0.693147180559945,1.666,0.915,-2.0339301156679,1.59633061899161,1,5.33,70,17,33,0.381
"PL42","TP5","plantation",1.09861228866811,2.852,0.766,-3.09163903496937,2.51217952607362,1,4.38,69,16,6,0.463
"PL45","TP5","plantation",1.09861228866811,2.852,0.769,-3.09163903496937,2.51217952607362,1,4.38,69,16,6,0.404
"PL48","TP5","plantation",1.09861228866811,2.852,0.748,-3.09163903496937,2.51217952607362,1,4.38,69,16,6,0.59
"PL49","TP5","plantation",1.09861228866811,2.852,0.829,-3.09163903496937,2.51217952607362,1,4.38,69,16,6,0.428
"PL5","ART5","plantation",1.31372366828506,2.977,0.879,-1.96245925349112,1.46227119031591,1,3.13,81,14,23,0.44
"PL51","ART1","plantation",0.920282753143692,2.297,0.793,-1.49799841882514,1.54351160799208,1,142,73,18,37,0.45
"PL52","ART1","plantation",0.920282753143692,2.297,0.821,-1.49799841882514,1.54351160799208,1,142,73,18,37,0.642
"PL53","ART1","plantation",0.920282753143692,2.297,0.832,-1.49799841882514,1.54351160799208,1,142,73,18,37,0.432
"PL58","ART1","plantation",0.920282753143692,2.297,0.816,-1.49799841882514,1.54351160799208,1,142,73,18,37,0.473
"PL59","ART1","plantation",0.920282753143692,2.297,0.79,-1.49799841882514,1.54351160799208,1,142,73,18,37,0.157
"PL64","ART1","plantation",0.920282753143692,2.297,0.775,-1.49799841882514,1.54351160799208,1,142,73,18,37,0.517
"PL7","ART5","plantation",1.31372366828506,2.977,0.806,-1.96245925349112,1.46227119031591,1,3.13,81,14,23,0.464
